sound_id,action,reason
809816,exclude,intersection
802615,exclude,intersection
828420,exclude,intersection
824194,exclude,intersection
807765,exclude,intersection
839431,exclude,intersection
806513,exclude,intersection
843123,exclude,intersection
834955,exclude,intersection
805555,exclude,intersection
829864,exclude,intersection
831006,exclude,intersection
827578,exclude,intersection
817920,exclude,intersection
815758,exclude,intersection
843158,exclude,intersection
831501,exclude,intersection
808637,exclude,intersection
839816,exclude,intersection
839054,exclude,intersection
812279,exclude,intersection
812787,exclude,intersection
814747,exclude,intersection
833673,exclude,intersection
824193,exclude,intersection
836523,exclude,intersection
815753,exclude,intersection
834953,exclude,intersection
802844,exclude,intersection
839071,exclude,intersection
805514,exclude,intersection
842252,exclude,intersection
805468,exclude,intersection
834905,exclude,intersection
828097,exclude,intersection
809423,exclude,intersection
829560,exclude,intersection
812555,exclude,intersection
838716,exclude,intersection
816066,exclude,intersection
825773,exclude,intersection
802964,exclude,intersection
803363,exclude,intersection
841206,exclude,intersection
823911,exclude,intersection
824642,exclude,intersection
808318,exclude,intersection
807572,exclude,intersection
831276,exclude,intersection
828624,exclude,intersection
839042,exclude,intersection
841569,exclude,intersection
818297,exclude,intersection
829289,exclude,intersection
842942,exclude,intersection
825587,exclude,intersection
802465,exclude,intersection
833451,exclude,intersection
823332,exclude,intersection
832353,exclude,intersection
827463,exclude,intersection
839831,exclude,intersection
829894,exclude,intersection
811921,exclude,intersection
828006,exclude,intersection
831947,exclude,intersection
797587,exclude,intersection
827848,exclude,intersection
817445,exclude,intersection
823977,exclude,intersection
798678,exclude,intersection
810068,exclude,intersection
842846,exclude,intersection
838722,exclude,intersection
839367,exclude,intersection
828755,exclude,intersection
830908,exclude,intersection
811955,exclude,intersection
834958,exclude,intersection
819010,exclude,intersection
798268,exclude,intersection
837730,exclude,intersection
803792,exclude,intersection
838670,exclude,intersection
839433,exclude,intersection
824534,exclude,intersection
832444,exclude,intersection
831433,exclude,intersection
819656,exclude,intersection
834956,exclude,intersection
831051,exclude,intersection
824344,exclude,intersection
803794,exclude,intersection
830198,exclude,intersection
808595,exclude,intersection
809786,exclude,intersection
833505,exclude,intersection
817455,exclude,intersection
826701,exclude,intersection
834951,exclude,intersection
838967,exclude,intersection
830755,exclude,intersection
827917,exclude,intersection
828562,exclude,intersection
803122,exclude,intersection
818294,exclude,intersection
830369,exclude,intersection
798257,exclude,intersection
819146,exclude,intersection
834957,exclude,intersection
824911,exclude,intersection
815752,exclude,intersection
824530,exclude,intersection
805322,exclude,intersection
841988,exclude,intersection
800655,exclude,intersection
810020,exclude,intersection
807668,exclude,intersection
830610,exclude,intersection
809328,exclude,intersection
831406,exclude,intersection
813275,exclude,intersection
798681,exclude,intersection
803599,exclude,intersection
842788,exclude,intersection
842527,exclude,intersection
803589,exclude,intersection
823962,exclude,intersection
837633,exclude,intersection
823326,exclude,intersection
832550,exclude,intersection
809138,exclude,intersection
810851,exclude,intersection
815575,exclude,intersection
806888,exclude,intersection
811913,exclude,intersection
833889,exclude,intersection
798928,exclude,intersection
802142,exclude,intersection
825646,exclude,intersection
832850,exclude,intersection
837533,exclude,intersection
834960,exclude,intersection
802415,exclude,intersection
830562,exclude,intersection
825708,exclude,intersection
818820,exclude,intersection
800251,exclude,intersection
830474,exclude,intersection
842861,exclude,intersection
827558,exclude,intersection
809806,exclude,intersection
843198,exclude,intersection
834952,exclude,intersection
813020,exclude,intersection
838744,exclude,intersection
813022,exclude,intersection
818522,exclude,intersection
840100,exclude,intersection
805039,exclude,intersection
798855,exclude,intersection
836167,exclude,intersection
817856,exclude,intersection
806273,exclude,intersection
807160,exclude,intersection
806930,exclude,intersection
833204,exclude,intersection
836116,exclude,intersection
809322,exclude,intersection
802460,exclude,intersection
823260,exclude,intersection
828166,exclude,intersection
817595,exclude,intersection
824566,exclude,intersection
803362,exclude,intersection
830905,exclude,intersection
834941,exclude,intersection
822335,exclude,intersection
812359,exclude,intersection
798785,exclude,intersection
802421,exclude,intersection
803839,exclude,intersection
838660,exclude,intersection
800803,exclude,intersection
839511,exclude,intersection
807595,exclude,intersection
816998,exclude,intersection
798907,exclude,intersection
824197,exclude,intersection
798858,exclude,intersection
800978,exclude,intersection
831021,exclude,intersection
797913,exclude,intersection
829292,exclude,intersection
817041,exclude,intersection
820031,exclude,intersection
809789,exclude,intersection
800324,exclude,intersection
837525,exclude,intersection
825526,exclude,intersection
805262,exclude,intersection
833085,exclude,intersection
823320,exclude,intersection
824594,exclude,intersection
834938,exclude,intersection
818600,exclude,intersection
834909,exclude,intersection
800764,exclude,intersection
831263,exclude,intersection
832613,exclude,intersection
840325,exclude,intersection
811043,exclude,intersection
825586,exclude,intersection
800252,exclude,intersection
833918,exclude,intersection
817855,exclude,intersection
824531,exclude,intersection
807891,exclude,intersection
798936,exclude,intersection
798959,exclude,intersection
831978,exclude,intersection
826686,exclude,intersection
802430,exclude,intersection
823729,exclude,intersection
816053,exclude,intersection
839510,exclude,intersection
839700,exclude,intersection
802158,exclude,intersection
813392,exclude,intersection
809338,exclude,intersection
841767,exclude,intersection
835955,exclude,intersection
825860,exclude,intersection
818999,exclude,intersection
842408,exclude,intersection
837321,exclude,intersection
798505,exclude,intersection
811883,exclude,intersection
806543,exclude,intersection
811832,exclude,intersection
807301,exclude,intersection
797901,exclude,intersection
812803,exclude,intersection
798797,exclude,intersection
838081,exclude,intersection
823440,exclude,intersection
829848,exclude,intersection
807957,exclude,intersection
812281,exclude,intersection
834359,exclude,intersection
840336,exclude,intersection
800261,exclude,intersection
840870,exclude,intersection
838724,exclude,intersection
839553,exclude,intersection
817864,exclude,intersection
801167,exclude,intersection
817958,exclude,intersection
798274,exclude,intersection
829480,exclude,intersection
800935,exclude,intersection
817866,exclude,intersection
801947,exclude,intersection
833919,exclude,intersection
819036,exclude,intersection
815510,exclude,intersection
835732,exclude,intersection
830994,exclude,intersection
813049,exclude,intersection
841573,exclude,intersection
809033,exclude,intersection
801925,exclude,intersection
833199,exclude,intersection
803434,exclude,intersection
815248,exclude,intersection
822639,exclude,intersection
818300,exclude,intersection
809797,exclude,intersection
801812,exclude,intersection
820307,exclude,intersection
824196,exclude,intersection
831069,exclude,intersection
833624,exclude,intersection
798192,exclude,intersection
798902,exclude,intersection
816065,exclude,intersection
819745,exclude,intersection
841989,exclude,intersection
823210,exclude,intersection
832099,exclude,intersection
798269,exclude,intersection
841380,exclude,intersection
804496,exclude,intersection
831669,exclude,intersection
807414,exclude,intersection
802416,exclude,intersection
809465,exclude,intersection
801126,exclude,intersection
819176,exclude,intersection
804961,exclude,intersection
831450,exclude,intersection
798904,exclude,intersection
840042,exclude,intersection
798284,exclude,intersection
815521,exclude,intersection
839563,exclude,intersection
824532,exclude,intersection
799300,exclude,intersection
841406,exclude,intersection
798962,exclude,intersection
798964,exclude,intersection
829105,exclude,intersection
806523,exclude,intersection
805681,exclude,intersection
802792,exclude,intersection
801165,exclude,intersection
798783,exclude,intersection
805303,exclude,intersection
802424,exclude,intersection
798299,exclude,intersection
842161,exclude,intersection
800315,exclude,intersection
802411,exclude,intersection
831403,exclude,intersection
798697,exclude,intersection
834001,exclude,intersection
823794,exclude,intersection
813216,exclude,intersection
826350,exclude,intersection
841188,exclude,intersection
798799,exclude,intersection
833916,exclude,intersection
842406,exclude,intersection
816826,exclude,intersection
802426,exclude,intersection
837568,exclude,intersection
802819,exclude,intersection
827329,exclude,intersection
827157,exclude,intersection
830993,exclude,intersection
829349,exclude,intersection
817959,exclude,intersection
805089,exclude,intersection
798809,exclude,intersection
839631,exclude,intersection
814660,exclude,intersection
809451,exclude,intersection
805325,exclude,intersection
798960,exclude,intersection
802433,exclude,intersection
829713,exclude,intersection
798237,exclude,intersection
813515,exclude,intersection
832877,exclude,intersection
834930,exclude,intersection
798279,exclude,intersection
837804,exclude,intersection
826787,exclude,intersection
840300,exclude,intersection
830485,exclude,intersection
829605,exclude,intersection
805547,exclude,intersection
828774,exclude,intersection
842847,exclude,intersection
823637,exclude,intersection
828845,exclude,intersection
809812,exclude,intersection
827456,exclude,intersection
798183,exclude,intersection
842881,exclude,intersection
798924,exclude,intersection
832165,exclude,intersection
834007,exclude,intersection
834005,exclude,intersection
801123,exclude,intersection
802962,exclude,intersection
799428,exclude,intersection
829044,exclude,intersection
836533,exclude,intersection
826412,exclude,intersection
819850,exclude,intersection
819175,exclude,intersection
802417,exclude,intersection
828756,exclude,intersection
828450,exclude,intersection
802453,exclude,intersection
807597,exclude,intersection
798780,exclude,intersection
807926,exclude,intersection
802613,exclude,intersection
837996,exclude,intersection
843048,exclude,intersection
819022,exclude,intersection
832558,exclude,intersection
802140,exclude,intersection
825927,exclude,intersection
812620,exclude,intersection
808457,exclude,intersection
823817,exclude,intersection
801055,exclude,intersection
832005,exclude,intersection
823641,exclude,intersection
832447,exclude,intersection
806535,exclude,intersection
829985,exclude,intersection
800330,exclude,intersection
809147,exclude,intersection
800682,exclude,intersection
798899,exclude,intersection
800319,exclude,intersection
811982,exclude,intersection
805981,exclude,intersection
818996,exclude,intersection
834489,exclude,intersection
807515,exclude,intersection
817603,exclude,intersection
815110,exclude,intersection
831668,exclude,intersection
815868,exclude,intersection
827294,exclude,intersection
830495,exclude,intersection
806546,exclude,intersection
813376,exclude,intersection
798771,exclude,intersection
841516,exclude,intersection
802451,exclude,intersection
830811,exclude,intersection
835412,exclude,intersection
798193,exclude,intersection
805288,exclude,intersection
842859,exclude,intersection
825593,exclude,intersection
802463,exclude,intersection
809628,exclude,intersection
807291,exclude,intersection
816793,exclude,intersection
841570,exclude,intersection
802174,exclude,intersection
818527,exclude,intersection
800259,exclude,intersection
833668,exclude,intersection
831137,exclude,intersection
801808,exclude,intersection
802795,exclude,intersection
807861,exclude,intersection
805519,exclude,intersection
802915,exclude,intersection
832250,exclude,intersection
818315,exclude,intersection
817715,exclude,intersection
798190,exclude,intersection
819045,exclude,intersection
802146,exclude,intersection
798691,exclude,intersection
834949,exclude,intersection
842249,exclude,intersection
806533,exclude,intersection
810173,exclude,intersection
813025,exclude,intersection
819252,exclude,intersection
818310,exclude,intersection
802434,exclude,intersection
825452,exclude,intersection
816823,exclude,intersection
839782,exclude,intersection
826949,exclude,intersection
829895,exclude,intersection
800320,exclude,intersection
798700,exclude,intersection
841265,exclude,intersection
798251,exclude,intersection
816319,exclude,intersection
833027,exclude,intersection
802438,exclude,intersection
841990,exclude,intersection
811995,exclude,intersection
802440,exclude,intersection
833803,exclude,intersection
800332,exclude,intersection
798788,exclude,intersection
805028,exclude,intersection
798694,exclude,intersection
833468,exclude,intersection
798804,exclude,intersection
798957,exclude,intersection
837521,exclude,intersection
830151,exclude,intersection
837342,exclude,intersection
800305,exclude,intersection
802178,exclude,intersection
826527,exclude,intersection
831990,exclude,intersection
807286,exclude,intersection
815749,exclude,intersection
819003,exclude,intersection
804589,exclude,intersection
809805,exclude,intersection
827987,exclude,intersection
843251,exclude,intersection
836025,exclude,intersection
798252,exclude,intersection
801166,exclude,intersection
808426,exclude,intersection
798779,exclude,intersection
802147,exclude,intersection
798935,exclude,intersection
833666,exclude,intersection
830850,exclude,intersection
817606,exclude,intersection
817633,exclude,intersection
815509,exclude,intersection
817878,exclude,intersection
805110,exclude,intersection
805063,exclude,intersection
813620,exclude,intersection
817631,exclude,intersection
814353,exclude,intersection
798297,exclude,intersection
816285,exclude,intersection
809342,exclude,intersection
802770,exclude,intersection
811861,exclude,intersection
797900,exclude,intersection
839432,exclude,intersection
802176,exclude,intersection
800265,exclude,intersection
812093,exclude,intersection
811355,exclude,intersection
808516,exclude,intersection
798208,exclude,intersection
811512,exclude,intersection
833914,exclude,intersection
815518,exclude,intersection
842468,exclude,intersection
812325,exclude,intersection
816267,exclude,intersection
830997,exclude,intersection
803113,exclude,intersection
817536,exclude,intersection
842414,exclude,intersection
834910,exclude,intersection
819070,exclude,intersection
798847,exclude,intersection
805937,exclude,intersection
798802,exclude,intersection
819744,exclude,intersection
816144,exclude,intersection
798909,exclude,intersection
833944,exclude,intersection
802435,exclude,intersection
825364,exclude,intersection
841254,exclude,intersection
824104,exclude,intersection
830829,exclude,intersection
836915,exclude,intersection
841215,exclude,intersection
815516,exclude,intersection
819014,exclude,intersection
807669,exclude,intersection
800270,exclude,intersection
798262,exclude,intersection
805055,exclude,intersection
809540,exclude,intersection
799644,exclude,intersection
800288,exclude,intersection
802141,exclude,intersection
802180,exclude,intersection
800487,exclude,intersection
809511,exclude,intersection
831326,exclude,intersection
798195,exclude,intersection
813117,exclude,intersection
798256,exclude,intersection
823298,exclude,intersection
798281,exclude,intersection
800329,exclude,intersection
828458,exclude,intersection
842407,exclude,intersection
833940,exclude,intersection
802857,exclude,intersection
834927,exclude,intersection
807288,exclude,intersection
842409,exclude,intersection
823327,exclude,intersection
842796,exclude,intersection
807775,exclude,intersection
837368,exclude,intersection
834908,exclude,intersection
807899,exclude,intersection
798255,exclude,intersection
839509,exclude,intersection
800271,exclude,intersection
798202,exclude,intersection
798794,exclude,intersection
833675,exclude,intersection
799429,exclude,intersection
802543,exclude,intersection
842632,exclude,intersection
798204,exclude,intersection
819213,exclude,intersection
802420,exclude,intersection
800946,exclude,intersection
827614,exclude,intersection
817594,exclude,intersection
800698,exclude,intersection
798289,exclude,intersection
813410,exclude,intersection
842839,exclude,intersection
809403,exclude,intersection
800748,exclude,intersection
802892,exclude,intersection
824370,exclude,intersection
806544,exclude,intersection
798856,exclude,intersection
807484,exclude,intersection
834948,exclude,intersection
813406,exclude,intersection
798906,exclude,intersection
834906,exclude,intersection
810885,exclude,intersection
833917,exclude,intersection
827393,exclude,intersection
841895,exclude,intersection
826492,exclude,intersection
798250,exclude,intersection
839566,exclude,intersection
804645,exclude,intersection
834210,exclude,intersection
807774,exclude,intersection
809326,exclude,intersection
800272,exclude,intersection
819899,exclude,intersection
809817,exclude,intersection
832101,exclude,intersection
815520,exclude,intersection
800257,exclude,intersection
819746,exclude,intersection
798795,exclude,intersection
826548,exclude,intersection
833669,exclude,intersection
820071,exclude,intersection
800264,exclude,intersection
828158,exclude,intersection
836390,exclude,intersection
802429,exclude,intersection
798787,exclude,intersection
798341,exclude,intersection
809389,exclude,intersection
809323,exclude,intersection
802152,exclude,intersection
837986,exclude,intersection
837530,exclude,intersection
823445,exclude,intersection
834003,exclude,intersection
798182,exclude,intersection
824533,exclude,intersection
822412,exclude,intersection
798930,exclude,intersection
820280,exclude,intersection
799569,exclude,intersection
807396,exclude,intersection
842746,exclude,intersection
810740,exclude,intersection
800253,exclude,intersection
833320,exclude,intersection
819034,exclude,intersection
798267,exclude,intersection
823328,exclude,intersection
841472,exclude,intersection
802124,exclude,intersection
806545,exclude,intersection
833267,exclude,intersection
798925,exclude,intersection
839564,exclude,intersection
802446,exclude,intersection
823899,exclude,intersection
804721,exclude,intersection
836752,exclude,intersection
798287,exclude,intersection
842471,exclude,intersection
822447,exclude,intersection
813033,exclude,intersection
798961,exclude,intersection
806021,exclude,intersection
841964,exclude,intersection
831542,exclude,intersection
811949,exclude,intersection
798189,exclude,intersection
799374,exclude,intersection
831211,exclude,intersection
818295,exclude,intersection
802444,exclude,intersection
802414,exclude,intersection
834903,exclude,intersection
818196,exclude,intersection
802853,exclude,intersection
834916,exclude,intersection
802410,exclude,intersection
818763,exclude,intersection
842862,exclude,intersection
808178,exclude,intersection
807821,exclude,intersection
813684,exclude,intersection
805302,exclude,intersection
823630,exclude,intersection
805934,exclude,intersection
801378,exclude,intersection
811198,exclude,intersection
824595,exclude,intersection
801045,exclude,intersection
832011,exclude,intersection
798786,exclude,intersection
802166,exclude,intersection
798868,exclude,intersection
816704,exclude,intersection
824353,exclude,intersection
839559,exclude,intersection
833198,exclude,intersection
842224,exclude,intersection
804899,exclude,intersection
834915,exclude,intersection
807287,exclude,intersection
800612,exclude,intersection
813866,exclude,intersection
801131,exclude,intersection
842184,exclude,intersection
841526,exclude,intersection
800297,exclude,intersection
805029,exclude,intersection
807289,exclude,intersection
806078,exclude,intersection
804784,exclude,intersection
842415,exclude,intersection
834913,exclude,intersection
798900,exclude,intersection
802175,exclude,intersection
834211,exclude,intersection
798206,exclude,intersection
819733,exclude,intersection
834914,exclude,intersection
815348,exclude,intersection
825947,exclude,intersection
800318,exclude,intersection
801968,exclude,intersection
798764,exclude,intersection
800938,exclude,intersection
818428,exclude,intersection
835596,exclude,intersection
798853,exclude,intersection
819047,exclude,intersection
839004,exclude,intersection
836353,exclude,intersection
827172,exclude,intersection
831248,exclude,intersection
834891,exclude,intersection
802418,exclude,intersection
818658,exclude,intersection
798850,exclude,intersection
832738,exclude,intersection
823654,exclude,intersection
808571,exclude,intersection
841145,exclude,intersection
811972,exclude,intersection
831535,exclude,intersection
834889,exclude,intersection
816130,exclude,intersection
798968,exclude,intersection
813148,exclude,intersection
816262,exclude,intersection
828382,exclude,intersection
831100,exclude,intersection
842430,exclude,intersection
834191,exclude,intersection
819583,exclude,intersection
826058,exclude,intersection
815748,exclude,intersection
800296,exclude,intersection
798815,exclude,intersection
798929,exclude,intersection
842426,exclude,intersection
801151,exclude,intersection
800317,exclude,intersection
800263,exclude,intersection
811353,exclude,intersection
815382,exclude,intersection
801150,exclude,intersection
800309,exclude,intersection
811985,exclude,intersection
798811,exclude,intersection
798798,exclude,intersection
833836,exclude,intersection
826978,exclude,intersection
798921,exclude,intersection
807911,exclude,intersection
837805,exclude,intersection
818666,exclude,intersection
839776,exclude,intersection
835532,exclude,intersection
811910,exclude,intersection
824195,exclude,intersection
798803,exclude,intersection
811334,exclude,intersection
834944,exclude,intersection
800306,exclude,intersection
800298,exclude,intersection
837009,exclude,intersection
818855,exclude,intersection
802616,exclude,intersection
832619,exclude,intersection
823826,exclude,intersection
813682,exclude,intersection
801372,exclude,intersection
810190,exclude,intersection
803559,exclude,intersection
798816,exclude,intersection
831272,exclude,intersection
802412,exclude,intersection
823971,exclude,intersection
801133,exclude,intersection
809813,exclude,intersection
829866,exclude,intersection
831017,exclude,intersection
798784,exclude,intersection
802425,exclude,intersection
798812,exclude,intersection
840370,exclude,intersection
819021,exclude,intersection
808023,exclude,intersection
801572,exclude,intersection
814368,exclude,intersection
813195,exclude,intersection
807593,exclude,intersection
823904,exclude,intersection
818656,exclude,intersection
800304,exclude,intersection
803795,exclude,intersection
832968,exclude,intersection
809298,exclude,intersection
804659,exclude,intersection
801047,exclude,intersection
820109,exclude,intersection
835224,exclude,intersection
802014,exclude,intersection
809760,exclude,intersection
798789,exclude,intersection
818035,exclude,intersection
803896,exclude,intersection
842438,exclude,intersection
798254,exclude,intersection
798808,exclude,intersection
834397,exclude,intersection
842440,exclude,intersection
800256,exclude,intersection
841854,exclude,intersection
798278,exclude,intersection
832763,exclude,intersection
798922,exclude,intersection
798810,exclude,intersection
798777,exclude,intersection
837332,exclude,intersection
841562,exclude,intersection
831186,exclude,intersection
834922,exclude,intersection
834946,exclude,intersection
802423,exclude,intersection
841139,exclude,intersection
832606,exclude,intersection
839785,exclude,intersection
814727,exclude,intersection
799904,exclude,intersection
819067,exclude,intersection
798897,exclude,intersection
816805,exclude,intersection
807349,exclude,intersection
829280,exclude,intersection
834006,exclude,intersection
809382,exclude,intersection
810764,exclude,intersection
837153,exclude,intersection
823816,exclude,intersection
842460,exclude,intersection
818959,exclude,intersection
828001,exclude,intersection
829977,exclude,intersection
842429,exclude,intersection
834167,exclude,intersection
802034,exclude,intersection
842410,exclude,intersection
812286,exclude,intersection
838993,exclude,intersection
842427,exclude,intersection
819957,exclude,intersection
842528,exclude,intersection
834924,exclude,intersection
801164,exclude,intersection
835607,exclude,intersection
817869,exclude,intersection
831163,exclude,intersection
836152,exclude,intersection
826377,exclude,intersection
798294,exclude,intersection
819030,exclude,intersection
802780,exclude,intersection
800316,exclude,intersection
807158,exclude,intersection
834950,exclude,intersection
831312,exclude,intersection
798296,exclude,intersection
817500,exclude,intersection
812599,exclude,intersection
798083,exclude,intersection
800644,exclude,intersection
828248,exclude,intersection
823606,exclude,intersection
812486,exclude,intersection
807948,exclude,intersection
806549,exclude,intersection
835188,exclude,intersection
817865,exclude,intersection
801054,exclude,intersection
830528,exclude,intersection
819499,exclude,intersection
804690,exclude,intersection
826735,exclude,intersection
842459,exclude,intersection
842466,exclude,intersection
842904,exclude,intersection
833915,exclude,intersection
799276,exclude,intersection
800517,exclude,intersection
800411,exclude,intersection
807858,exclude,intersection
802768,exclude,intersection
841144,exclude,intersection
801567,exclude,intersection
809150,exclude,intersection
799925,exclude,intersection
809466,exclude,intersection
835583,exclude,intersection
802155,exclude,intersection
809942,exclude,intersection
840503,exclude,intersection
798302,exclude,intersection
807976,exclude,intersection
827067,exclude,intersection
815513,exclude,intersection
826002,exclude,intersection
815747,exclude,intersection
833933,exclude,intersection
834307,exclude,intersection
818435,exclude,intersection
813018,exclude,intersection
800697,exclude,intersection
836108,exclude,intersection
842423,exclude,intersection
802850,exclude,intersection
811110,exclude,intersection
801127,exclude,intersection
829463,exclude,intersection
826011,exclude,intersection
842517,exclude,intersection
811580,exclude,intersection
833456,exclude,intersection
800681,exclude,intersection
842469,exclude,intersection
830972,exclude,intersection
800254,exclude,intersection
842864,exclude,intersection
842422,exclude,intersection
803971,exclude,intersection
819565,exclude,intersection
807254,exclude,intersection
834100,exclude,intersection
842437,exclude,intersection
822410,exclude,intersection
832614,exclude,intersection
842445,exclude,intersection
834169,exclude,intersection
842723,exclude,intersection
817597,exclude,intersection
819619,exclude,intersection
802722,exclude,intersection
839963,exclude,intersection
842448,exclude,intersection
833794,exclude,intersection
807830,exclude,intersection
806698,exclude,intersection
842230,exclude,intersection
810742,exclude,intersection
809539,exclude,intersection
798965,exclude,intersection
816596,exclude,intersection
833384,exclude,intersection
805881,exclude,intersection
806534,exclude,intersection
809750,exclude,intersection
798672,exclude,intersection
802013,exclude,intersection
815701,exclude,intersection
837745,exclude,intersection
827955,exclude,intersection
802150,exclude,intersection
805041,exclude,intersection
838162,exclude,intersection
826338,exclude,intersection
833908,exclude,intersection
798421,exclude,intersection
825928,exclude,intersection
834052,exclude,intersection
798781,exclude,intersection
798818,exclude,intersection
826875,exclude,intersection
823068,exclude,intersection
825621,exclude,intersection
802466,exclude,intersection
800313,exclude,intersection
842470,exclude,intersection
834060,exclude,intersection
798271,exclude,intersection
824593,exclude,intersection
799409,exclude,intersection
811261,exclude,intersection
842579,exclude,intersection
817124,exclude,intersection
834103,exclude,intersection
842405,exclude,intersection
808105,exclude,intersection
824459,exclude,intersection
835928,exclude,intersection
839066,exclude,intersection
811711,exclude,intersection
823364,exclude,intersection
832514,exclude,intersection
837669,exclude,intersection
834044,exclude,intersection
834080,exclude,intersection
816128,exclude,intersection
842401,exclude,intersection
814468,exclude,intersection
819725,exclude,intersection
808319,exclude,intersection
809151,exclude,intersection
818495,exclude,intersection
840244,exclude,intersection
835575,exclude,intersection
842416,exclude,intersection
819376,exclude,intersection
841143,exclude,intersection
831247,exclude,intersection
800273,exclude,intersection
807828,exclude,intersection
817863,exclude,intersection
801169,exclude,intersection
805038,exclude,intersection
811866,exclude,intersection
824266,exclude,intersection
814348,exclude,intersection
800266,exclude,intersection
802855,exclude,intersection
809476,exclude,intersection
805112,exclude,intersection
805177,exclude,intersection
842413,exclude,intersection
819450,exclude,intersection
798846,exclude,intersection
808631,exclude,intersection
803676,exclude,intersection
802793,exclude,intersection
816379,exclude,intersection
832623,exclude,intersection
808329,exclude,intersection
842418,exclude,intersection
833208,exclude,intersection
807831,exclude,intersection
801148,exclude,intersection
802153,exclude,intersection
801537,exclude,intersection
842391,exclude,intersection
842439,exclude,intersection
804781,exclude,intersection
809101,exclude,intersection
802344,exclude,intersection
802138,exclude,intersection
798851,exclude,intersection
842473,exclude,intersection
813533,exclude,intersection
834947,exclude,intersection
842443,exclude,intersection
807516,exclude,intersection
824829,exclude,intersection
841572,exclude,intersection
834942,exclude,intersection
828059,exclude,intersection
800683,exclude,intersection
806905,exclude,intersection
818966,exclude,intersection
842402,exclude,intersection
833439,exclude,intersection
800984,exclude,intersection
798814,exclude,intersection
813655,exclude,intersection
809310,exclude,intersection
831525,exclude,intersection
832844,exclude,intersection
842425,exclude,intersection
