sound_id,class,action
826787,fx-a,exclude
840300,ss-n,exclude
830485,is-w,exclude
829605,m-m,exclude
805547,is-p,exclude
828774,fx-v,exclude
842847,is-e,exclude
823637,ss-n,exclude
828845,ss-n,exclude
831936,fx-n,exclude
809812,m-sp,exclude
827456,fx-v,exclude
798183,is-p,exclude
842881,is-e,exclude
798924,is-p,exclude
832165,ss-s,exclude
834007,ss-n,exclude
834005,ss-n,exclude
801123,is-p,exclude
802962,fx-el,exclude
799428,is-p,exclude
829044,fx-h,exclude
836533,fx-m,exclude
826412,fx-n,exclude
819850,m-sp,exclude
819175,fx-m,exclude
802417,is-p,exclude
828756,fx-v,exclude
828450,ss-n,exclude
802453,fx-n,exclude
807597,fx-h,exclude
798780,is-p,exclude
807926,fx-m,exclude
796221,is-e,exclude
802613,fx-h,exclude
837996,ss-i,exclude
843048,is-p,exclude
819022,fx-v,exclude
832558,ss-i,exclude
802140,is-p,exclude
825927,is-e,exclude
812620,ss-n,exclude
808457,fx-h,exclude
823817,ss-u,exclude
801055,is-p,exclude
832005,ss-n,exclude
823641,ss-n,exclude
832447,m-sp,exclude
806535,ss-u,exclude
829985,fx-h,exclude
800330,is-p,exclude
809147,m-si,exclude
800682,fx-h,exclude
798899,is-p,exclude
800319,is-p,exclude
811982,fx-m,exclude
805981,ss-n,exclude
818996,is-p,exclude
834489,fx-a,exclude
807515,fx-h,exclude
817603,ss-n,exclude
815110,fx-h,exclude
831668,fx-el,exclude
815868,is-p,exclude
827294,ss-n,exclude
830495,fx-a,exclude
806546,ss-u,exclude
813376,fx-h,exclude
798771,is-p,exclude
833662,sp-s,exclude
841516,fx-h,exclude
802451,fx-n,exclude
830811,ss-i,exclude
835412,ss-u,exclude
798193,is-p,exclude
805288,fx-a,exclude
842859,is-e,exclude
825593,ss-i,exclude
802463,fx-n,exclude
809628,m-sp,exclude
807291,fx-el,exclude
816793,fx-h,exclude
841570,is-e,exclude
802174,is-p,exclude
818527,ss-s,exclude
800259,is-p,exclude
833668,sp-s,exclude
831137,ss-n,exclude
801808,fx-a,exclude
802795,m-si,exclude
807861,fx-h,exclude
805519,is-p,exclude
802915,is-e,exclude
832250,fx-el,exclude
818315,fx-ex,exclude
817715,fx-v,exclude
798190,is-p,exclude
819045,fx-v,exclude
802146,is-p,exclude
798691,fx-h,exclude
834949,is-e,exclude
842249,ss-n,exclude
806533,ss-u,exclude
810173,fx-a,exclude
813025,fx-h,exclude
819252,fx-m,exclude
818310,is-p,exclude
802434,is-p,exclude
825452,m-si,exclude
816823,fx-h,exclude
839782,fx-m,exclude
826949,fx-o,exclude
829895,m-m,exclude
800320,is-p,exclude
798700,fx-h,exclude
841265,fx-o,exclude
798251,is-p,exclude
816319,sp-s,exclude
833027,ss-i,exclude
802438,is-p,exclude
841990,ss-n,exclude
811995,fx-m,exclude
802440,is-p,exclude
833803,m-sp,exclude
800332,is-p,exclude
798788,is-p,exclude
805028,fx-a,exclude
798694,fx-h,exclude
833468,fx-m,exclude
798804,is-p,exclude
798957,is-p,exclude
837521,ss-u,exclude
830151,fx-el,exclude
837342,ss-u,exclude
800305,is-p,exclude
802178,is-p,exclude
826527,fx-h,exclude
831990,fx-h,exclude
807286,fx-el,exclude
815749,fx-h,exclude
819003,m-si,exclude
804589,fx-h,exclude
809805,m-sp,exclude
827987,ss-s,exclude
843251,fx-n,exclude
836025,ss-n,exclude
798252,is-p,exclude
809827,m-sp,exclude
801166,is-p,exclude
808426,ss-u,exclude
798779,is-p,exclude
802147,is-p,exclude
798935,is-p,exclude
833666,sp-s,exclude
830850,ss-s,exclude
817606,ss-n,exclude
817633,is-s,exclude
815509,is-e,exclude
817878,m-m,exclude
805110,fx-h,exclude
805063,fx-a,exclude
813620,fx-h,exclude
807300,fx-el,exclude
817631,is-s,exclude
814353,fx-n,exclude
798297,is-p,exclude
816285,fx-a,exclude
809342,m-sp,exclude
802770,m-si,exclude
811861,ss-s,exclude
797900,is-w,exclude
822978,ss-n,exclude
819475,fx-el,exclude
805108,fx-el,exclude
839432,fx-v,exclude
802176,is-p,exclude
800265,is-p,exclude
812093,fx-h,exclude
811355,fx-a,exclude
808516,is-e,exclude
798208,fx-o,exclude
811512,fx-o,exclude
833914,m-m,exclude
815518,is-e,exclude
842468,fx-h,exclude
812325,fx-h,exclude
816267,fx-a,exclude
830997,ss-n,exclude
803113,m-si,exclude
817536,m-m,exclude
842414,fx-h,exclude
834910,is-e,exclude
819070,is-w,exclude
798847,is-p,exclude
805937,ss-n,exclude
798802,is-p,exclude
819744,fx-el,exclude
816144,is-p,exclude
798909,is-p,exclude
833944,is-s,exclude
802435,is-p,exclude
825364,ss-n,exclude
841254,fx-m,exclude
824104,ss-n,exclude
830829,fx-el,exclude
836915,ss-n,exclude
841215,m-m,exclude
815516,is-e,exclude
819014,ss-s,exclude
807669,ss-s,exclude
800270,is-p,exclude
798262,is-p,exclude
805055,fx-a,exclude
809540,m-sp,exclude
799644,fx-h,exclude
800288,is-p,exclude
802141,is-p,exclude
802180,is-p,exclude
800487,fx-a,exclude
809511,m-sp,exclude
831326,ss-n,exclude
798195,is-p,exclude
813117,m-m,exclude
798256,is-p,exclude
823298,fx-h,exclude
837395,is-s,exclude
798281,is-p,exclude
800329,is-p,exclude
828458,fx-h,exclude
842407,fx-h,exclude
833940,is-s,exclude
802857,fx-m,exclude
834927,is-e,exclude
807288,fx-el,exclude
842409,fx-h,exclude
823327,ss-n,exclude
842796,is-p,exclude
807775,fx-a,exclude
837368,ss-i,exclude
834908,is-e,exclude
807899,ss-i,exclude
798255,is-p,exclude
839509,fx-v,exclude
800271,is-p,exclude
798202,is-p,exclude
798794,is-p,exclude
833675,sp-s,exclude
799429,is-p,exclude
802543,ss-n,exclude
842632,m-m,exclude
798204,is-p,exclude
819213,fx-h,exclude
802420,is-p,exclude
800946,is-e,exclude
827614,fx-el,exclude
817594,ss-n,exclude
800698,m-si,exclude
798289,is-p,exclude
843045,m-m,exclude
813410,fx-h,exclude
842839,is-p,exclude
809403,m-sp,exclude
800748,fx-ex,exclude
802892,is-e,exclude
824370,fx-n,exclude
813953,ss-n,exclude
806544,ss-u,exclude
798856,is-p,exclude
807484,m-si,exclude
834948,is-e,exclude
813406,fx-h,exclude
798906,is-p,exclude
834906,is-e,exclude
810885,fx-h,exclude
833917,m-m,exclude
827393,is-s,exclude
841895,ss-n,exclude
826492,m-si,exclude
798250,is-p,exclude
839566,fx-v,exclude
804645,fx-o,exclude
834210,ss-i,exclude
807774,fx-h,exclude
809326,m-sp,exclude
800272,is-p,exclude
819899,is-s,exclude
809817,m-sp,exclude
832101,fx-m,exclude
815520,is-e,exclude
800257,is-p,exclude
819746,fx-el,exclude
798795,is-p,exclude
826548,ss-i,exclude
833669,sp-s,exclude
820071,m-m,exclude
800264,is-p,exclude
828158,fx-o,exclude
836390,fx-h,exclude
802429,is-p,exclude
798787,is-p,exclude
798341,fx-a,exclude
809389,m-sp,exclude
809323,m-sp,exclude
802152,is-p,exclude
803057,fx-h,exclude
837986,fx-el,exclude
837530,ss-u,exclude
823445,ss-n,exclude
822958,ss-n,exclude
834003,ss-n,exclude
798182,is-p,exclude
824533,ss-n,exclude
822412,fx-m,exclude
798930,is-p,exclude
820280,is-p,exclude
799569,ss-n,exclude
807396,fx-v,exclude
842746,is-k,exclude
810740,fx-el,exclude
800253,is-p,exclude
833320,fx-v,exclude
819034,fx-v,exclude
798267,is-p,exclude
823328,ss-n,exclude
841472,fx-h,exclude
802124,m-si,exclude
805594,is-s,exclude
806545,ss-u,exclude
833267,fx-o,exclude
798925,is-p,exclude
839564,fx-v,exclude
802446,is-p,exclude
823899,ss-n,exclude
804721,fx-el,exclude
836752,fx-el,exclude
798287,is-p,exclude
842471,fx-h,exclude
822447,ss-n,exclude
813033,ss-n,exclude
798961,is-p,exclude
806021,fx-m,exclude
815889,m-sp,exclude
841964,fx-n,exclude
831542,sp-s,exclude
811949,fx-v,exclude
798189,is-p,exclude
799374,m-si,exclude
831211,ss-n,exclude
818295,fx-v,exclude
802444,is-p,exclude
802414,is-p,exclude
834903,is-e,exclude
818196,sp-s,exclude
802853,fx-m,exclude
834916,is-e,exclude
802410,is-p,exclude
818763,is-p,exclude
842862,is-e,exclude
808178,fx-n,exclude
807821,is-p,exclude
813684,fx-m,exclude
805302,fx-o,exclude
823630,ss-n,exclude
805934,ss-n,exclude
801378,sp-s,exclude
811198,fx-h,exclude
824595,fx-m,exclude
801045,is-p,exclude
832011,ss-i,exclude
798786,is-p,exclude
802166,fx-m,exclude
798868,is-e,exclude
816704,is-p,exclude
824353,fx-o,exclude
811016,fx-o,exclude
839559,fx-v,exclude
833198,m-m,exclude
842224,ss-i,exclude
804899,is-p,exclude
834915,is-e,exclude
807287,fx-el,exclude
800612,fx-h,exclude
813866,is-p,exclude
800668,fx-n,exclude
822822,ss-n,exclude
801131,is-p,exclude
842184,fx-h,exclude
841526,fx-n,exclude
800297,is-p,exclude
805029,fx-a,exclude
807289,fx-el,exclude
806078,ss-u,exclude
804784,fx-m,exclude
842415,fx-h,exclude
834913,is-e,exclude
798900,is-p,exclude
802175,is-p,exclude
834211,is-s,exclude
798206,is-p,exclude
819733,fx-el,exclude
834914,is-e,exclude
815348,fx-n,exclude
825947,fx-h,exclude
800318,is-p,exclude
801968,fx-h,exclude
798764,is-p,exclude
800938,ss-s,exclude
818428,fx-ex,exclude
835596,is-s,exclude
798853,is-p,exclude
819047,fx-v,exclude
839004,ss-i,exclude
836353,ss-u,exclude
827172,fx-el,exclude
831248,ss-n,exclude
834891,is-e,exclude
802418,is-p,exclude
818658,fx-m,exclude
840456,fx-h,exclude
841749,ss-s,exclude
798850,is-p,exclude
832738,fx-el,exclude
823654,ss-n,exclude
808571,ss-u,exclude
841145,fx-h,exclude
811972,fx-o,exclude
831535,is-p,exclude
834889,is-e,exclude
816130,fx-a,exclude
798968,is-p,exclude
813148,is-p,exclude
816262,fx-el,exclude
807299,fx-el,exclude
828382,fx-o,exclude
831100,ss-n,exclude
842430,fx-h,exclude
834191,ss-s,exclude
819583,fx-el,exclude
826058,fx-el,exclude
814052,fx-el,exclude
815748,fx-h,exclude
800296,is-p,exclude
798815,is-p,exclude
798929,is-p,exclude
842426,fx-h,exclude
801151,is-p,exclude
800317,is-p,exclude
800263,is-p,exclude
811353,ss-u,exclude
815382,fx-m,exclude
802134,is-e,exclude
801150,is-p,exclude
800309,is-p,exclude
811985,ss-n,exclude
798811,is-p,exclude
798798,is-p,exclude
833836,fx-m,exclude
826978,fx-n,exclude
798921,is-p,exclude
807911,fx-m,exclude
837805,ss-n,exclude
818666,fx-m,exclude
839776,ss-u,exclude
835532,m-m,exclude
811910,fx-h,exclude
810777,fx-el,exclude
824195,fx-m,exclude
798803,is-p,exclude
811334,fx-m,exclude
834944,is-e,exclude
800306,is-p,exclude
800298,is-p,exclude
837009,fx-v,exclude
818855,m-m,exclude
802616,fx-n,exclude
832619,fx-h,exclude
823826,m-si,exclude
813682,fx-v,exclude
801372,sp-s,exclude
810190,fx-h,exclude
803559,is-p,exclude
798816,is-p,exclude
831272,ss-n,exclude
802412,is-p,exclude
823360,ss-n,exclude
823971,ss-n,exclude
801133,is-p,exclude
809813,m-sp,exclude
829866,ss-s,exclude
831017,ss-n,exclude
798784,is-p,exclude
802425,is-p,exclude
798812,is-p,exclude
840370,is-p,exclude
819021,fx-v,exclude
808023,fx-h,exclude
805101,fx-h,exclude
801572,fx-m,exclude
814368,ss-n,exclude
813195,fx-n,exclude
807593,fx-h,exclude
823904,ss-n,exclude
818656,fx-m,exclude
800304,is-p,exclude
803795,ss-n,exclude
832968,fx-el,exclude
809298,m-sp,exclude
804659,fx-h,exclude
801047,is-p,exclude
820109,ss-s,exclude
809320,m-sp,exclude
835224,ss-n,exclude
802014,m-si,exclude
809760,m-sp,exclude
798789,is-p,exclude
818035,is-e,exclude
803896,fx-el,exclude
842438,fx-h,exclude
798254,is-p,exclude
798808,is-p,exclude
834397,ss-n,exclude
842440,fx-h,exclude
800256,is-p,exclude
841854,fx-n,exclude
798278,is-p,exclude
832763,is-p,exclude
798922,is-p,exclude
798810,is-p,exclude
798777,is-p,exclude
837332,fx-v,exclude
841562,is-e,exclude
831186,ss-n,exclude
834922,is-e,exclude
834946,is-e,exclude
802423,is-p,exclude
841139,fx-h,exclude
832606,fx-v,exclude
839785,ss-n,exclude
814727,fx-h,exclude
799904,fx-m,exclude
819067,fx-o,exclude
798897,is-p,exclude
816805,fx-h,exclude
807349,ss-s,exclude
831235,ss-n,exclude
829280,fx-el,exclude
834006,ss-n,exclude
809382,m-sp,exclude
810764,fx-el,exclude
837153,ss-i,exclude
823816,ss-u,exclude
842460,fx-h,exclude
818959,sp-s,exclude
828001,is-p,exclude
829977,fx-m,exclude
842429,fx-h,exclude
834167,is-s,exclude
802034,m-si,exclude
842410,fx-h,exclude
812286,fx-o,exclude
838993,m-m,exclude
812113,m-m,exclude
842427,fx-h,exclude
819957,is-k,exclude
842528,ss-u,exclude
834924,is-e,exclude
801164,is-p,exclude
835607,sp-s,exclude
817869,fx-m,exclude
831163,ss-n,exclude
836152,fx-v,exclude
826377,fx-n,exclude
798294,is-p,exclude
819030,fx-v,exclude
802780,m-si,exclude
800316,is-p,exclude
807158,ss-u,exclude
834950,is-e,exclude
831312,ss-n,exclude
798296,is-p,exclude
817500,is-p,exclude
812599,fx-h,exclude
798083,ss-n,exclude
800644,ss-n,exclude
828248,fx-a,exclude
823606,ss-u,exclude
812486,fx-h,exclude
807948,m-m,exclude
806549,ss-u,exclude
835188,is-e,exclude
817865,fx-m,exclude
801054,is-p,exclude
830528,sp-s,exclude
819499,fx-el,exclude
804690,fx-h,exclude
826735,fx-h,exclude
842459,fx-h,exclude
842466,fx-h,exclude
842904,is-e,exclude
833915,m-m,exclude
799276,fx-h,exclude
800517,ss-n,exclude
800411,fx-v,exclude
807858,fx-a,exclude
802768,m-si,exclude
841144,fx-h,exclude
801567,fx-m,exclude
809150,m-si,exclude
799925,fx-m,exclude
809466,m-sp,exclude
835583,is-s,exclude
802155,is-p,exclude
809942,fx-v,exclude
840503,is-p,exclude
798302,is-p,exclude
807976,fx-el,exclude
827067,is-k,exclude
813760,ss-n,exclude
815513,is-e,exclude
826002,is-p,exclude
815747,fx-h,exclude
833933,is-s,exclude
831187,ss-n,exclude
834307,fx-m,exclude
818435,ss-s,exclude
813018,fx-a,exclude
800697,m-si,exclude
836108,is-p,exclude
