sound_id,action,reason,el2n_score,class_idx,top_class_idx,top_class,class,pruning_ratio,fold,mode,dataset_source
802014,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.411569953,1,tensor(0),m,m-si,0.5,0,both,BSD35k-CS
802321,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.407309055,1,tensor(0),m,m-si,0.5,0,both,BSD35k-CS
801165,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.407292128,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
802438,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.407266498,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
802021,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.407163262,1,tensor(0),m,m-si,0.5,0,both,BSD35k-CS
800252,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.407158971,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
809699,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.407144785,0,tensor(0),m,m-sp,0.5,0,both,BSD35k-CS
801981,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.407124043,1,tensor(0),m,m-si,0.5,0,both,BSD35k-CS
799756,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-m,1.4071064,13,tensor(3),fx,fx-m,0.5,0,both,BSD35k-CS
798297,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.407065868,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
828392,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-h,1.40705812,14,tensor(3),fx,fx-h,0.5,0,both,BSD35k-CS
802318,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.407048941,1,tensor(0),m,m-si,0.5,0,both,BSD35k-CS
800332,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.407027602,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
802416,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.407013297,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
809714,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.40696013,0,tensor(0),m,m-sp,0.5,0,both,BSD35k-CS
798957,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.406956077,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
801977,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.406956077,1,tensor(0),m,m-si,0.5,0,both,BSD35k-CS
809380,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.406950712,0,tensor(0),m,m-sp,0.5,0,both,BSD35k-CS
809568,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.406950712,0,tensor(0),m,m-sp,0.5,0,both,BSD35k-CS
798183,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.406950116,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
802411,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4069345,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
802778,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.406887531,1,tensor(0),m,m-si,0.5,0,both,BSD35k-CS
800054,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-m,1.406875253,13,tensor(3),fx,fx-m,0.5,0,both,BSD35k-CS
802433,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.406867862,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
798904,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.406833172,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
835771,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.406829715,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
798255,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.406806231,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
799961,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-m,1.406786919,13,tensor(3),fx,fx-m,0.5,0,both,BSD35k-CS
802037,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.406769991,1,tensor(0),m,m-si,0.5,0,both,BSD35k-CS
824613,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-m,1.406768799,13,tensor(3),fx,fx-m,0.5,0,both,BSD35k-CS
809742,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.406754613,0,tensor(0),m,m-sp,0.5,0,both,BSD35k-CS
798252,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.406704545,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
798962,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.406695008,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
800265,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.406693101,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
802312,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.406687856,1,tensor(0),m,m-si,0.5,0,both,BSD35k-CS
809739,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.406674147,0,tensor(0),m,m-sp,0.5,0,both,BSD35k-CS
798779,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.406672835,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
809149,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.406663656,1,tensor(0),m,m-si,0.5,0,both,BSD35k-CS
801996,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.40666151,1,tensor(0),m,m-si,0.5,0,both,BSD35k-CS
809731,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.406638861,0,tensor(0),m,m-sp,0.5,0,both,BSD35k-CS
799428,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.406632662,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
802152,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.406613827,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
800272,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.406576991,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
801486,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-m,1.406528831,13,tensor(3),fx,fx-m,0.5,0,both,BSD35k-CS
818300,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-v,1.406518936,12,tensor(3),fx,fx-v,0.5,0,both,BSD35k-CS
823136,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-m,1.406496644,13,tensor(3),fx,fx-m,0.5,0,both,BSD35k-CS
798964,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.406486034,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
809743,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.406477332,0,tensor(0),m,m-sp,0.5,0,both,BSD35k-CS
798802,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.406474113,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
834352,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-n,1.40647006,16,tensor(3),fx,fx-n,0.5,0,both,BSD35k-CS
799728,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-m,1.406442881,13,tensor(3),fx,fx-m,0.5,0,both,BSD35k-CS
802141,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.406436682,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
802417,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.406430721,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
802317,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.406424642,1,tensor(0),m,m-si,0.5,0,both,BSD35k-CS
798279,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.40641439,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
802045,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.40637517,1,tensor(0),m,m-si,0.5,0,both,BSD35k-CS
802421,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.406374097,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
802022,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.406364799,1,tensor(0),m,m-si,0.5,0,both,BSD35k-CS
799694,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-m,1.406353235,13,tensor(3),fx,fx-m,0.5,0,both,BSD35k-CS
802024,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.406350374,1,tensor(0),m,m-si,0.5,0,both,BSD35k-CS
809569,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.406349182,0,tensor(0),m,m-sp,0.5,0,both,BSD35k-CS
802178,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.406347752,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
800055,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-m,1.406347632,13,tensor(3),fx,fx-m,0.5,0,both,BSD35k-CS
809707,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.406346202,0,tensor(0),m,m-sp,0.5,0,both,BSD35k-CS
802309,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.406324506,1,tensor(0),m,m-si,0.5,0,both,BSD35k-CS
813396,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-h,1.406322718,14,tensor(3),fx,fx-h,0.5,0,both,BSD35k-CS
800257,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.406297326,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
830178,exclude,EL2N high score selected for pruning; top_class=sp; class=sp-c,1.4062953,9,tensor(2),sp,sp-c,0.5,0,both,BSD35k-CS
837650,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-m,1.406268358,13,tensor(3),fx,fx-m,0.5,0,both,BSD35k-CS
824615,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-m,1.406178236,13,tensor(3),fx,fx-m,0.5,0,both,BSD35k-CS
798192,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.406166911,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
800665,exclude,EL2N high score selected for pruning; top_class=ss; class=ss-i,1.406163096,20,tensor(4),ss,ss-i,0.5,0,both,BSD35k-CS
837882,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-m,1.406140804,13,tensor(3),fx,fx-m,0.5,0,both,BSD35k-CS
809762,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.40611577,0,tensor(0),m,m-sp,0.5,0,both,BSD35k-CS
841963,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-n,1.406112194,16,tensor(3),fx,fx-n,0.5,0,both,BSD35k-CS
802042,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.406106591,1,tensor(0),m,m-si,0.5,0,both,BSD35k-CS
798256,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.406077623,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
800305,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.406058788,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
798788,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.406053185,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
799681,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-m,1.406044006,13,tensor(3),fx,fx-m,0.5,0,both,BSD35k-CS
829860,exclude,EL2N high score selected for pruning; top_class=ss; class=ss-s,1.406037092,22,tensor(4),ss,ss-s,0.5,0,both,BSD35k-CS
830804,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.406023145,1,tensor(0),m,m-si,0.5,0,both,BSD35k-CS
809708,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.406022906,0,tensor(0),m,m-sp,0.5,0,both,BSD35k-CS
800264,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.406021595,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
798850,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.406019688,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
809639,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.406007409,0,tensor(0),m,m-sp,0.5,0,both,BSD35k-CS
802000,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.406000018,1,tensor(0),m,m-si,0.5,0,both,BSD35k-CS
798251,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.405952334,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
800271,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.40593183,3,tensor(1),is,is-p,0.5,0,both,BSD35k-CS
809693,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.405918598,0,tensor(0),m,m-sp,0.5,0,both,BSD35k-CS
802296,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.405897021,1,tensor(0),m,m-si,0.5,0,both,BSD35k-CS
809770,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.405881286,0,tensor(0),m,m-sp,0.5,0,both,BSD35k-CS
