sound_id,class,class_idx,class_top,confidence,uploader,license,title,tags,description,action
10132,fx-ex,407,fx,1,batchku,http://creativecommons.org/publicdomain/zero/1.0/,mb-mbbb-ha-in-out 045.aif,"breath,hee,hoo,human,phoneme,syllables,vocal","vocal syllables, created by recording somewhat rhythmic nonesense talk with an SM-58, followed by automated segmentation of the audio. Slices are numbered from 001-0xx (with slices that were too short taken out), L means long and S means short.",exclude
17930,m-si,102,m,1,zippi1,https://creativecommons.org/licenses/by-nc/4.0/,sound-birthday2.mp3,"birthday,fun,man,voice,woman,funny",happy birthday !!!,exclude
96503,sp-p,303,sp,1,SubUnit_FieldRec,https://creativecommons.org/licenses/by/4.0/,Liverpool station London-customer_service.wav,"London,railway,station,male,ambience,train,voice,reverb,announcement,crowd",A customer service announcement in Liverpool Station,exclude
38977,ss-u,503,ss,1,laurent,https://creativecommons.org/licenses/by-nc/4.0/,glise Zermatt.wav,"time,field-recording,monastery,strike,field,recording,bells,church","The bells of the Zermatt Church, Switzerland early in the morning. Recorded with a Schoeps CMIT5U and a Sound device 744T digital recorder.",exclude
78628,m-sp,101,m,1,Jovica,https://creativecommons.org/licenses/by/4.0/,DISTOPIA LOOPZ 015 120 BPM.flac,"bpm,delay,distortion,loop,rhytmic","DISTOPIA LOOPZ PACK 01 is a loop pack. the tempo can be found in the name of the sample (80, 100 or 120) . Each sample was created using the microtonic VST drum synth with added effects: an amp simulator (included with Cubase 5) and Spectral Delay (from Native Instruments). Each loop has a long spectral delay tail and has quite some distortion. The length is an exact amount of measures, so the loops can be split in a simple way, e.g. by dividing them in 2 or 4 equal parts. Exports were done as 32 bit audio files and the final 16 bit conversion to the flac format was kept as the very latest stage in the process to obtain the best possible quality.",exclude
31782,m-si,102,m,1,acclivity,https://creativecommons.org/licenses/by-nc/4.0/,TobyPlaysKeyboard1.wav,"baby,keyboard,notes,child","A 2 year old playing on a Yamaha keyboard. My grandson, Toby.",exclude
50299,fx-h,404,fx,1,freesound,http://creativecommons.org/publicdomain/zero/1.0/,107_e_t2.wav,"alphabet,freesound,ghent,massive-recording,people,special-event,voices","Sound recorded at the massive people recording in Ghent - Belgium. About 40 people make sounds together, directed by Henk our friendly director. Everything was recorded by 4 microphones and directly mixed down to stereo for recording. Here people are saying parts of the alphabet, with a sentiment for each letter. This is the letter e, like a foul taste.",exclude
202305,fx-h,404,fx,1,7778,http://creativecommons.org/licenses/by-nc/3.0/,Tickled chipmunk (7).mp3,"chipmunk,Laughing,Giggling,Tickled,Hi-Pitch",Cute chipmunk giggle AGAIN! :) None of these are exactly the same!,exclude
11563,fx-o,401,fx,1,samplecat,http://creativecommons.org/publicdomain/zero/1.0/,shower short.WAV,"bathroom,bathtub,shower,water",taking a very very short shower,exclude
114147,sp-p,303,sp,1,lex1975,http://creativecommons.org/licenses/by-nc/3.0/,Sant Vicenç de Calders_trein naar Barcelona Estació de França-spoor 4melding waar trein niet stopt_010509.WAV,"station,announcement,calders,de,automated,spain,vicenc,sant",sant vicenc de calders automated station announcement spain,exclude
114125,ss-u,503,ss,1,lex1975,http://creativecommons.org/licenses/by-nc/3.0/,"Salou_Regional Express_van_Tortossa_naar_Barcelonavia_spoor 1melding, dat trein zo vertrekt_okt-2010.WAV","announcement,automated,salou,spain,station",salou spain automated station announcement,exclude
250853,fx-h,404,fx,1,relwin,https://creativecommons.org/licenses/by/4.0/,childrenoh.wav,"voices,field-recording,excited,children,oh,science,people,crowd,kids",A crowd of mostly kids react to a science experiment.,exclude
71300,ss-s,504,ss,1,Timbre,https://creativecommons.org/licenses/by-nc/4.0/,Parabolix_candy_flavored_bullets_intro_now_with_machine_gun.wav,"bullets,candy-flavoured-bullets,gun,intro,machine-gun,parabolix","Parabolix's ""candy flavoured bullets"" intro now with added machine gun, ends with clink of bullet casing hittng floor.Simulated machine gun sound from Ghostex ... <a href=""http://www.freesound.org/samplesViewSingle.php?id=68036"" rel=""nofollow"">http://www.freesound.org/samplesViewSingle.php?id=68036</a>",exclude
147586,ss-u,503,ss,1,soundsofeurope,http://creativecommons.org/licenses/by/3.0/,Unije.wav,"Maggiore,field-recording,Luciano","unprocessed recording by Luciano Maggiore at Unije island, Croatia. A stereo microphone was placed in a hole in the ground, under a cane thicket.",exclude
19528,m-si,102,m,1,Bram,https://creativecommons.org/licenses/by/4.0/,alfonso_high_09.wav,"high,overtones,singing,sygyt,throat,tuva","From a recording batch done in the MTG studios: Alfonso Perez visited tuva a time ago and learnt both the low and high ""tuva' style singing. Here he demonstrates the high + overtone singing referred to as sygyt.",exclude
156946,ss-u,503,ss,1,AAEPGranollers,http://creativecommons.org/publicdomain/zero/1.0/,Campanes església_melodia1.wav,"bells,church,catalan,field-recording,melody,h4n","Aquest so es va gravar a Granollers a la plaça de la l'església que està davant de l'espai jove de Granollers. Aquest és un edifici gairebé més gran que l'església. Hi podem sentir: passos de persones, les campanes de l'església, coloms. El que crida més l'atenció és la melodia que toquen les campanes a les 12:30 cada migdia. Aquest so va ser gravat amb una Zoom h4n. ... This sound was recorded in Granollers in the church square in front of the young space Granollers. This building is almost bigger than the church. We can hear, walking people, the church bells, doves. The attention-call is played 12:30 each noon. This sound was recorded with a Zoom h-4n",exclude
419329,m-si,102,m,1,TheScarlettWitch89,http://creativecommons.org/licenses/by/3.0/,'Am I forever doomed to live in your shadow?' Female Vocals.m4a,"singing,voice,girl,sing,female,vocals,vocal,lyrics","A female voice singing the lyrics 'Am I forever doomed to live in your shadow?'. Hopefully I'll be able to get the background noise cleaned again, as I can't do it myself.",exclude
267451,sp-s,301,sp,1,BalancedEnergy10,http://creativecommons.org/publicdomain/zero/1.0/,"Yell Anniversary - Sophie + Jay March. 18th - 8 Weeks Version - Perfect - Romance (E) (Elegance, Elaborate, Excited, Entertained, Easier, Estrogen, Escorted, Employed, Echoes, Essential, Emotions, Electric, Element, Educated).wav","Vocalization,Couple,Winter,Sample,Sophie,Yell,Romance,Anniversary,Jay",A Canadian Man vocalizes Sophie!!! with a Woo included,exclude
147932,ss-u,503,ss,1,bmoreno,https://creativecommons.org/licenses/by/4.0/,0119 Market_clothes.wav,"field-recording,footsteps,voice,korean,music,korea,water,seoul,door,cough","Walking around market. People talking, Korean. Music in the background. Cough, doors, footsteps, water 20120121 Edirol R-09 <a href=""http://cityfieldrecordings.blogspot.com"" rel=""nofollow"">http://cityfieldrecordings.blogspot.com</a>",exclude
417608,fx-v,402,fx,1,mawalters,http://creativecommons.org/publicdomain/zero/1.0/,Ding Dong Doors Closing.wav,"subway,l-train,public-transportation,closing,el,dong,CTA,train,l,field-recording,city-sounds,Chicago,el-train,city,doors,urban,ding","This is a field recording of the speaker box on the Chicago subway train saying ""doors closing"". I've added some room tone from the train in the beginning in case you would like to capture its noise print and noise reduce the speaker box. Enjoy!",exclude
425154,m-si,102,m,1,tailorvj,https://creativecommons.org/licenses/by-nc/4.0/,Voice Bassline Part A - Friday The 13th Sep 2013.m4a,"loop,singing,male,dance,techno,club,jazz,house,beat,uplifting,bossanova",Part A of an idea sketch for a jazzy tune. Recorded on my iPhone. Please let me know if you like it,exclude
86458,sp-s,301,sp,1,deleted_user_1390811,http://creativecommons.org/licenses/by/3.0/,epanody--what's_the_matter_with_you.wav,"annoying,argue,argument,female,girl,human,speech,talk,talking,voice,woman","Shrill, medium-pitched young female voice asks ""what's the matter with you?!"" Highly annoying.Mono recording made with a Gigaware microphone headset.",exclude
86463,sp-s,301,sp,1,deleted_user_1390811,http://creativecommons.org/licenses/by/3.0/,epanody--why_dont_you_just_leave_then.wav,"annoying,argue,argument,female,girl,human,speech,talk,talking,voice,woman","Shrill, medium-pitched young female voice says ""why don't you just leave then"". Highly annoying!Mono recording made with a Gigaware microphone headset.",exclude
36628,ss-u,503,ss,1,Robin Whittaker,http://creativecommons.org/publicdomain/zero/1.0/,church bells.wav,"field-recording,monastery,voices,church,bells","High quality mono recording of Swiss Catholic monastery bells at Einsiedeln. Recorded direct to Soundforge from microphones placed in the 2 towers, one radio mic and the other wired. Record format 16bit 44.1KHz. Recorded during the setup for Weltheater 2007",exclude
50322,fx-o,401,fx,1,freesound,http://creativecommons.org/publicdomain/zero/1.0/,130_s_t3.wav,"alphabet,freesound,ghent,massive-recording,people,special-event,voices","Sound recorded at the massive people recording in Ghent - Belgium. About 40 people make sounds together, directed by Henk our friendly director. Everything was recorded by 4 microphones and directly mixed down to stereo for recording. Here people are saying parts of the alphabet, with a sentiment for each letter. This is the letter s, silence!",exclude
21385,is-p,201,is,1,ramjac,https://creativecommons.org/licenses/by/4.0/,bTumQuintoTL.aif,"24bit,96k,conga,drum,golpes,natal,palm,percussion,quinto,rumba,skin,tres,tumba","Quinto Sample Pack: These notes are the same for all samples in the pack and are the same for all three Sample Packs (Natal Quinto Conga and Tumbadora) beyond this point. -----&gt; 1 in a set of 3 Natal congas, recorded individually with a Sure SM57 microphone placed very close to the skin of the drum. The signal went direct from the mic into a MOTU 828MKII. No mixing desk was used. The samples were taken and edited using Logic 7 in 24 bit resolution at a 96Khz sample rate. The recording was made after midnight, minimizing extraneous noise, as this was not made in a studio. Nevertheless there is a loud ringing sound somewhere in the region of 800Hz (you can measure it) after the louder notes. This is caused by the nature and contents of the tiled room. I have left plenty of space at the end of each sample for the ambiance to ring. If the user doesn't want the ring to be a featured then I suggest using the decay and sustain settings on a sampler's AHDSR generator or just chop them off and fade with a digital editor. I have not attempted to make easy loops etc these samples are for those who want something to programme creatively with. There are plenty of alternate takes of each sound, offering plenty of feel in a groove or simply alternative hits. The start points were edited to where the sample visibly began to rise above room silence. This is sometimes noticeably in advance of the strike as the playing hand pushes air past the microphone, which is very close to the action. This creates more feel and less regimented programming. That’s half the point. If you don’t like that then edit them tighter or buy a sample CD. You should be able to get something towards a live feel yet quantized if you want to. Just write your groove and shift the start time of the loop a few milliseconds backwards maybe. There may be noise of hands moving, breathing or whatever after the note as I have left plenty of sample time at the end. Take it or leave it. If you include the movement immediately after, it should link nicely with the following beat the way they are currently edited. Running the samples monophinicly per drum should do the trick and make the flow sound a bit more live than a stiff drum machine type effect. The SM57 really starts to do its thing with the louder notes, you can really hear the compressed effect. It behaves like an ear: The louder the sound, the bigger the buffer of compressed air against the diaphragm. There is no compressor in the chain and no post-processing. Filenames with 'MoveHand' and 'MoveTap' are edits of taps on the drum changing pitch by moving the left hand or a finger of, which rests on the skin, to different positions, i.e. further from the centre of the drum each time. 'MoveHand' is what you hear between the taps. Other filename abbreviations: C= Closed note (either whole hand resting in middle of drumhead or bouncing off it). H= Heel note (a 'transit' or 'shuffle' note linking the louder notes - the 'heel-tip’ is a consecutive movement with the same hand) T= Tip of the fingers usually played whilst heel is resting on drum: a 'grace' note or transit played as part of a flowing 'heel-tip' movement O= Open note; the full sound of a drum being played allowing the skin to resonate and the pitch to be clearly heard. The main note of the drum. M = Mute or muffled note, made by striking just a little bit more toward the edge than for an open note and not releasing the hand. The skin must not resonate but the body of the drum must for full impact. This can be a surprisingly loud note, sometimes louder than an open note. Tap= Left hand muting the drum by resting on it, left hand strikes the edge of the surface producing a small nutty sound, variable in pitch depending on the location of the left muting hand. aTum = Tumbau - (a dissection of) a Cuban rhythm sampled note for note and labeled aTum/bTum/cTum etc sequentially to indicate the order in the rhythmic motif played. This is not a traditional Tumbau but my own development using a Tap instead of a slap and played on a Quinto instead of more usually a Conga. z in the filename is my way of grouping sounds. In this case, as the open notes of a Quinto progress towards the edge of the drum, the sound gets lighter and changes character. The stick samples played on the conga (all with the right hand) are either on the fibre glass body, on the metal rim, a tuning lug or on the skin of the drum either open or with a finger of the left hand touching the skin to change the tone. These three drums could be played individually as in traditional music (rumba, conga, samba etc) or together by one player in a band. Solos might then involve all 3 drums. In Afro-Cuban Rumba: Tumba (dora) is the lowest and largest of the set of 3. The Mother drum. Calls the changes. Conga is the middle drum of the set of 3. Holds it down. Responds to the call. Quinto is the highest in the set of 3.Used for solos and punctuation. Tumbau = (L)Heel/Tip/(R)Slap/(L)Tip/Heel/Tip/(R)Open/Open <a href=""http://en.wikipedia.org/wiki/Conga"" rel=""nofollow"">http://en.wikipedia.org/wiki/Conga</a> Peace &amp; Dub Ramjac 2006 ramjac@ramjac.co.uk",exclude
39617,ss-u,503,ss,1,Rhizoplane,http://creativecommons.org/licenses/sampling+/1.0/,symi_09.aif,field-recording-french-talking,"Field recording (unprocessed) of a French lady talking with boat motor noise in the background, made on the Greek island of Symi, July 2007. For more field recordings see: www.rhizoplane.nl/symi.html",exclude
169282,ss-n,501,ss,1,Mark_Ward,http://creativecommons.org/publicdomain/zero/1.0/,Stream_Ivy_Cottage_Lane_Children_Jul_07_2012-004.wav,"children,running-water,field-recording,childrens-voices,teacher","Water running at the side of an un-made lane near Forge Dam, a disused steel grinding mill pond on the Porter Brook on the western edge of Sheffield, UK. Recorded using the iRig Recorder App on an iPhone 3GS.",exclude
102839,fx-h,404,fx,1,dobroide,https://creativecommons.org/licenses/by/4.0/,20100801.female.voice.laughter.wav,"laughing,laughter,female,field-recording,spanish,voice",a female with a low voice says (in Spanish) 'they always think I'm a man'. Laughing follows. Olympus LS recorder internal mics,exclude
59609,sp-p,303,sp,1,morgantj,https://creativecommons.org/licenses/by/4.0/,japaneseairplanejustlanded.mp3,"airlines,airplane,announcement,flight,fly,intercom,jal,japanese,seatbelt,speech,voice,women","On a Japanese airline, an announcement is voiced in English and Japanese about the plane has just landed. You can hear somebody reading a newspaper as well.",exclude
50577,fx-ex,407,fx,1,broumbroum,http://creativecommons.org/licenses/by/3.0/,void-block-mid.wav,"mid,block,void",middle void or block,exclude
74544,ss-u,503,ss,1,suonidibologna,https://creativecommons.org/licenses/by-nc/4.0/,Parata Par tot 20 06 09 -3- Marconi.ogg,"Bologna,ambience,outdoor,field-recording,music,noise,parade,party,people,soundscape,crowd,children",The Par-tot Parade is a must of the bolognese summer. Here some sound examples of the party going on. Recorded for suonidibologna by Fabio Iaci with a Zoom H2.,exclude
